Province/State,Country/Region,Last Update,Confirmed,Deaths,Recovered,Tests,Critical,Date_last_updated_AEDT,Remaining,Population,lat,lon,Continent,World
,Afghanistan,04/19/2020 07:00,993,32,131,0,0,2020-04-19 22:00:00,830,35530000.0,33.7680065,66.2385139,Asia,Worldwide
,Cuba,04/19/2020 07:00,986,32,227,25309,15,2020-04-19 22:00:00,727,11480000.0,23.013133800000002,-80.8328748,North America,Worldwide
,Bulgaria,04/19/2020 07:00,884,42,161,26417,35,2020-04-19 22:00:00,681,7050000.0,42.6073975,25.4856617,Europe,Worldwide
,Tunisia,04/19/2020 07:00,866,37,43,15332,33,2020-04-19 22:00:00,786,11530000.0,33.8439408,9.400138,Africa,Worldwide
,Ghana,04/19/2020 07:00,834,9,99,60916,4,2020-04-19 22:00:00,726,28830000.0,8.0300284,-1.0800271000000001,Africa,Worldwide
,Ivory Coast,04/19/2020 07:00,801,8,239,0,0,2020-04-19 22:00:00,554,25717000.0,7.9897371,-5.5679457999999995,Africa,Worldwide
,Cyprus,04/19/2020 07:00,761,12,79,32284,8,2020-04-19 22:00:00,670,1170000.0,34.982301799999995,33.1451285,Europe,Worldwide
,Djibouti,04/19/2020 07:00,732,2,76,7486,0,2020-04-19 22:00:00,654,956985.0,11.8145966,42.8453061,Africa,Worldwide
,Latvia,04/19/2020 07:00,727,5,88,35881,5,2020-04-19 22:00:00,634,1920000.0,56.8406494,24.7537645,Europe,Worldwide
Yokohama,Japan,04/19/2020 07:00,712,13,644,0,7,2020-04-19 22:00:00,55,3700.0,35.444990999999995,139.636768,Asia,Worldwide
,Andorra,04/19/2020 07:00,704,35,205,1673,17,2020-04-19 22:00:00,464,76965.0,42.540716700000004,1.5732033,Europe,Worldwide
,Lebanon,04/19/2020 07:00,673,21,99,20929,27,2020-04-19 22:00:00,553,6082000.0,33.875062899999996,35.843409,Asia,Worldwide
,Costa Rica,04/19/2020 07:00,655,4,97,10138,10,2020-04-19 22:00:00,554,4906000.0,10.2735633,-84.0739102,North America,Worldwide
,Niger,04/19/2020 07:00,639,19,113,4715,0,2020-04-19 22:00:00,507,21480000.0,17.7356214,9.323843199999999,Africa,Worldwide
,Burkina Faso,04/19/2020 07:00,565,36,321,0,0,2020-04-19 22:00:00,208,19190000.0,12.075308300000001,-1.6880313999999998,Africa,Worldwide
,Albania,04/19/2020 07:00,562,26,314,5542,5,2020-04-19 22:00:00,222,2877000.0,41.000028,19.9999619,Europe,Worldwide
,Kyrgyzstan,04/19/2020 07:00,554,5,133,26147,5,2020-04-19 22:00:00,416,6202000.0,41.5089324,74.724091,Asia,Worldwide
,Nigeria,04/19/2020 07:00,542,19,166,7153,2,2020-04-19 22:00:00,357,190900000.0,9.6000359,7.999972099999999,Africa,Worldwide
,Bolivia,04/19/2020 07:00,520,32,31,3569,3,2020-04-19 22:00:00,457,11050000.0,-17.056869600000002,-64.9912286,South America,Worldwide
,Guinea,04/19/2020 07:00,518,3,65,0,0,2020-04-19 22:00:00,450,12720000.0,10.7226226,-10.7083587,Africa,Worldwide
,Uruguay,04/19/2020 07:00,517,9,298,12478,14,2020-04-19 22:00:00,210,3457000.0,-32.8755548,-56.0201525,South America,Worldwide
,Channel Islands,04/19/2020 07:00,484,21,73,3320,0,2020-04-19 22:00:00,390,170499.0,49.4622912,-2.5812022999999997,Europe,Worldwide
,Honduras,04/19/2020 07:00,472,46,15,2535,10,2020-04-19 22:00:00,411,9265000.0,15.2572432,-86.0755145,North America,Worldwide
,San Marino,04/19/2020 07:00,461,39,60,1711,4,2020-04-19 22:00:00,362,33400.0,43.945862299999995,12.458306,Europe,Worldwide
,Palestine,04/19/2020 07:00,431,2,71,17329,0,2020-04-19 22:00:00,358,5052000.0,31.9469665,35.2738655,Asia,Worldwide
,Malta,04/19/2020 07:00,427,3,118,23253,2,2020-04-19 22:00:00,306,493559.0,35.888599299999996,14.4476911,Europe,Worldwide
Taiwan,Taiwan,04/19/2020 07:00,420,6,189,53005,0,2020-04-19 22:00:00,225,23780000.0,23.973937399999997,120.9820179,Asia,Worldwide
,Jordan,04/19/2020 07:00,413,7,269,20500,5,2020-04-19 22:00:00,137,9702000.0,31.1667049,36.941628,Asia,Worldwide
,Reunion,04/19/2020 07:00,407,0,237,0,4,2020-04-19 22:00:00,170,859959.0,-21.1309332,55.526577100000004,Africa,Worldwide
,Georgia,04/19/2020 07:00,394,4,86,5027,6,2020-04-19 22:00:00,304,3717000.0,41.6809707,44.02873820000001,Asia,Worldwide
,Senegal,04/19/2020 07:00,350,3,211,0,1,2020-04-19 22:00:00,136,15850000.0,14.475060699999998,-14.452961199999999,Africa,Worldwide
,DRC,04/19/2020 07:00,327,25,26,0,0,2020-04-19 22:00:00,276,81340000.0,-4.0324900999999995,22.4574787,Africa,Worldwide
,Mauritius,04/19/2020 07:00,325,9,180,9755,3,2020-04-19 22:00:00,136,1265000.0,-20.2759451,57.5703566,Africa,Worldwide
,Montenegro,04/19/2020 07:00,308,5,55,3874,7,2020-04-19 22:00:00,248,631219.0,42.9868853,19.518099199999998,Europe,Worldwide
,Isle of Man,04/19/2020 07:00,297,6,180,2414,11,2020-04-19 22:00:00,111,84287.0,54.2358167,-4.5145987000000005,Europe,Worldwide
,Vietnam,04/19/2020 07:00,268,0,203,206253,8,2020-04-19 22:00:00,65,95540000.0,13.2904027,108.42651129999999,Asia,Worldwide
,Kenya,04/19/2020 07:00,262,12,60,10784,2,2020-04-19 22:00:00,190,49700000.0,1.4419683,38.431397499999996,Africa,Worldwide
,Guatemala,04/19/2020 07:00,257,7,21,7200,3,2020-04-19 22:00:00,229,16910000.0,15.635608800000002,-89.8988087,North America,Worldwide
,Sri Lanka,04/19/2020 07:00,256,7,91,4768,1,2020-04-19 22:00:00,158,21440000.0,7.555494199999999,80.7137847,Asia,Worldwide
,Mayotte,04/19/2020 07:00,254,4,117,1800,6,2020-04-19 22:00:00,133,270372.0,-12.823048,45.1520755,Africa,Worldwide
,Venezuela,04/19/2020 07:00,227,9,117,299714,4,2020-04-19 22:00:00,101,31980000.0,8.0018709,-66.1109318,South America,Worldwide
,Mali,04/19/2020 07:00,216,13,41,0,0,2020-04-19 22:00:00,162,18540000.0,16.3700359,-2.2900238999999996,Africa,Worldwide
,Paraguay,04/19/2020 07:00,206,8,41,4950,1,2020-04-19 22:00:00,157,6811000.0,-23.3165935,-58.169344499999994,South America,Worldwide
,El Salvador,04/19/2020 07:00,201,7,44,11160,1,2020-04-19 22:00:00,150,6378000.0,13.800038199999998,-88.9140683,North America,Worldwide
,Faeroe Islands,04/19/2020 07:00,185,0,176,6021,0,2020-04-19 22:00:00,9,49290.0,62.19850039999999,-6.817412400000001,Europe,Worldwide
,Jamaica,04/19/2020 07:00,173,5,25,1605,0,2020-04-19 22:00:00,143,2890000.0,18.115295800000002,-77.15984549999999,North America,Worldwide
,Martinique,04/19/2020 07:00,163,12,73,0,11,2020-04-19 22:00:00,78,376480.0,14.636792699999999,-61.0158269,North America,Worldwide
,Guadeloupe,04/19/2020 07:00,148,8,73,0,13,2020-04-19 22:00:00,67,395700.0,16.2490067,-61.565044400000005,North America,Worldwide
,Tanzania,04/19/2020 07:00,147,5,11,0,4,2020-04-19 22:00:00,131,57310000.0,-6.5247123,35.7878438,Africa,Worldwide
,Rwanda,04/19/2020 07:00,144,0,69,6237,0,2020-04-19 22:00:00,75,12210000.0,-1.9646631,30.064435800000002,Africa,Worldwide
,Congo,04/19/2020 07:00,143,6,11,0,0,2020-04-19 22:00:00,126,5261000.0,-0.7264326999999999,15.6419155,Africa,Worldwide
,Brunei,04/19/2020 07:00,138,1,115,11472,2,2020-04-19 22:00:00,22,428697.0,4.4137154999999995,114.5653908,Asia,Worldwide
,Somalia,04/19/2020 07:00,135,7,2,0,2,2020-04-19 22:00:00,126,14740000.0,8.3676771,49.083416,Africa,Worldwide
,Gibraltar,04/19/2020 07:00,132,0,111,1859,1,2020-04-19 22:00:00,21,34571.0,36.106747,-5.3352772,Europe,Worldwide
,Cambodia,04/19/2020 07:00,122,0,105,5768,1,2020-04-19 22:00:00,17,16010000.0,13.5066394,104.869423,Asia,Worldwide
,Madagascar,04/19/2020 07:00,120,0,35,2357,1,2020-04-19 22:00:00,85,25570000.0,-18.9249604,46.441642200000004,Africa,Worldwide
,Trinidad and Tobago,04/19/2020 07:00,114,8,21,1320,0,2020-04-19 22:00:00,85,1369000.0,10.8677845,-60.9821067,North America,Worldwide
,Ethiopia,04/19/2020 07:00,108,3,16,7557,1,2020-04-19 22:00:00,89,105000000.0,10.211670199999999,38.6521203,Africa,Worldwide
,Gabon,04/19/2020 07:00,108,1,7,572,0,2020-04-19 22:00:00,100,2025000.0,-0.8999695,11.689969900000001,Africa,Worldwide
,Myanmar,04/19/2020 07:00,107,5,5,4152,0,2020-04-19 22:00:00,97,53370000.0,17.1750495,95.9999652,Asia,Worldwide
,Aruba,04/19/2020 07:00,96,2,44,1358,4,2020-04-19 22:00:00,50,105264.0,12.4902998,-69.96098420000001,North America,Worldwide
,French Guiana,04/19/2020 07:00,96,0,64,0,2,2020-04-19 22:00:00,32,290691.0,4.0039882,-52.999998,South America,Worldwide
,Monaco,04/19/2020 07:00,94,3,22,0,3,2020-04-19 22:00:00,69,38695.0,43.7384402,7.4242474000000005,Europe,Worldwide
,Bermuda,04/19/2020 07:00,86,5,35,638,10,2020-04-19 22:00:00,46,65441.0,32.3018217,-64.7603583,North America,Worldwide
,Togo,04/19/2020 07:00,84,5,49,4191,0,2020-04-19 22:00:00,30,7798000.0,8.7800265,1.0199764999999998,Africa,Worldwide
,Liechtenstein,04/19/2020 07:00,79,1,55,900,0,2020-04-19 22:00:00,23,38557.0,47.1416307,9.553152699999998,Europe,Worldwide
,Equatorial Guinea,04/19/2020 07:00,79,0,4,854,0,2020-04-19 22:00:00,75,1268000.0,1.6131719999999998,10.5170357,Africa,Worldwide
,Liberia,04/19/2020 07:00,76,7,7,0,0,2020-04-19 22:00:00,62,4732000.0,5.7499721,-9.3658524,Africa,Worldwide
,Barbados,04/19/2020 07:00,75,5,17,1000,4,2020-04-19 22:00:00,53,285719.0,13.1500331,-59.52503050000001,North America,Worldwide
,Sudan,04/19/2020 07:00,66,10,6,0,0,2020-04-19 22:00:00,50,40530000.0,14.584444400000002,29.4917691,Africa,Worldwide
,Sint Maarten,04/19/2020 07:00,64,9,12,163,6,2020-04-19 22:00:00,43,41109.0,18.038454,-63.054053,North America,Worldwide
,Guyana,04/19/2020 07:00,63,6,9,283,4,2020-04-19 22:00:00,48,777859.0,4.8417097,-58.64168910000001,South America,Worldwide
,Zambia,04/19/2020 07:00,61,2,33,2191,1,2020-04-19 22:00:00,26,17090000.0,-14.5186239,27.5599164,Africa,Worldwide
,Cabo Verde,04/19/2020 07:00,61,1,1,0,0,2020-04-19 22:00:00,59,546388.0,16.0000552,-24.0083947,Africa,Worldwide
,Cayman Islands,04/19/2020 07:00,61,1,7,702,3,2020-04-19 22:00:00,53,61559.0,19.5417212,-80.5667132,North America,Worldwide
,Bahamas,04/19/2020 07:00,55,9,10,0,1,2020-04-19 22:00:00,36,395361.0,24.7736546,-78.0000547,North America,Worldwide
,French Polynesia,04/19/2020 07:00,55,0,2,1302,1,2020-04-19 22:00:00,53,283007.0,-16.0344249,-146.0490931,South America,Worldwide
,Uganda,04/19/2020 07:00,55,0,22,11101,0,2020-04-19 22:00:00,33,42860000.0,1.5333553999999998,32.2166578,Africa,Worldwide
,Maldives,04/19/2020 07:00,51,0,16,3714,0,2020-04-19 22:00:00,35,436330.0,4.7064352,73.3287853,Asia,Worldwide
,Libya,04/19/2020 07:00,49,1,11,707,0,2020-04-19 22:00:00,37,6375000.0,26.8234472,18.1236723,Africa,Worldwide
,Guinea-Bissau,04/19/2020 07:00,46,0,0,1500,0,2020-04-19 22:00:00,46,1861000.0,12.100035,-14.9000214,Africa,Worldwide
Macau,Macau,04/19/2020 07:00,45,0,16,0,1,2020-04-19 22:00:00,29,622567.0,22.175760500000003,113.5514142,Asia,Worldwide
,Haiti,04/19/2020 07:00,44,3,0,498,0,2020-04-19 22:00:00,41,10980000.0,19.139995199999998,-72.35709720000001,North America,Worldwide
,Eritrea,04/19/2020 07:00,39,0,3,0,0,2020-04-19 22:00:00,36,4475000.0,15.950031900000003,37.999966799999996,Africa,Worldwide
,Syria,04/19/2020 07:00,38,2,5,0,0,2020-04-19 22:00:00,31,18270000.0,34.6401861,39.0494106,Asia,Worldwide
,Saint Martin,04/19/2020 07:00,37,2,19,0,5,2020-04-19 22:00:00,16,32125.0,18.089105,-63.04460400000001,North America,Worldwide
,Benin,04/19/2020 07:00,35,1,18,0,0,2020-04-19 22:00:00,16,11180000.0,9.5293472,2.2584408,Africa,Worldwide
,Mozambique,04/19/2020 07:00,35,0,4,952,0,2020-04-19 22:00:00,31,29670000.0,-19.302232999999998,34.9144977,Africa,Worldwide
,Chad,04/19/2020 07:00,33,0,8,0,0,2020-04-19 22:00:00,25,14900000.0,15.613413699999999,19.015617199999998,Africa,Worldwide
,Mongolia,04/19/2020 07:00,32,0,7,1554,0,2020-04-19 22:00:00,25,3076000.0,46.825038799999994,103.8499736,Asia,Worldwide
,Nepal,04/19/2020 07:00,31,0,4,27471,0,2020-04-19 22:00:00,27,29300000.0,28.108392900000002,84.0917139,Asia,Worldwide
,Sierra Leone,04/19/2020 07:00,30,0,0,0,0,2020-04-19 22:00:00,30,7557000.0,8.6400349,-11.8400269,Africa,Worldwide
,Zimbabwe,04/19/2020 07:00,25,3,2,2626,0,2020-04-19 22:00:00,20,16530000.0,-18.4554963,29.746841399999997,Africa,Worldwide
,Angola,04/19/2020 07:00,24,2,6,0,0,2020-04-19 22:00:00,16,29780000.0,-11.877576800000002,17.5691241,Africa,Worldwide
,Antigua and Barbuda,04/19/2020 07:00,23,3,3,73,1,2020-04-19 22:00:00,17,102012.0,17.223472100000002,-61.9554608,North America,Worldwide
,Eswatini,04/19/2020 07:00,22,1,8,714,0,2020-04-19 22:00:00,13,1367000.0,-26.562480600000004,31.399131699999998,Africa,Worldwide
,Botswana,04/19/2020 07:00,20,1,0,3602,0,2020-04-19 22:00:00,19,2292000.0,-23.1681782,24.5928742,Africa,Worldwide
,Laos,04/19/2020 07:00,19,0,2,1333,0,2020-04-19 22:00:00,17,6858000.0,20.0171109,103.378253,Asia,Worldwide
,Timor-Leste,04/19/2020 07:00,19,0,1,0,0,2020-04-19 22:00:00,18,1296000.0,-8.5151979,125.83757560000001,Asia,Worldwide
,Belize,04/19/2020 07:00,18,2,0,651,1,2020-04-19 22:00:00,16,374681.0,16.8259793,-88.7600927,North America,Worldwide
,New Caledonia,04/19/2020 07:00,18,0,15,3399,1,2020-04-19 22:00:00,3,280460.0,-20.4542886,164.55660580000003,Oceania,Worldwide
,Malawi,04/19/2020 07:00,17,2,3,417,1,2020-04-19 22:00:00,12,18620000.0,-13.268720000000002,33.930196,Africa,Worldwide
,Fiji,04/19/2020 07:00,17,0,0,0,0,2020-04-19 22:00:00,17,905502.0,-18.123969600000002,179.0122737,Oceania,Worldwide
,Dominica,04/19/2020 07:00,16,0,8,345,0,2020-04-19 22:00:00,8,73925.0,15.450510000000001,-61.344931,North America,Worldwide
,Namibia,04/19/2020 07:00,16,0,6,499,0,2020-04-19 22:00:00,10,2534000.0,-23.2335499,17.323110699999997,Africa,Worldwide
,Saint Lucia,04/19/2020 07:00,15,0,11,344,0,2020-04-19 22:00:00,4,178844.0,13.8250489,-60.975035999999996,North America,Worldwide
,Curacao,04/19/2020 07:00,14,1,11,286,0,2020-04-19 22:00:00,2,161014.0,12.1845,-68.9640875,North America,Worldwide
,Grenada,04/19/2020 07:00,14,0,6,92,4,2020-04-19 22:00:00,8,107825.0,12.136037400000001,-61.69040450000001,North America,Worldwide
,Saint Kitts and Nevis,04/19/2020 07:00,14,0,0,234,0,2020-04-19 22:00:00,14,55345.0,17.250512,-62.6725973,North America,Worldwide
,CAR,04/19/2020 07:00,12,0,4,0,0,2020-04-19 22:00:00,8,4659000.0,7.0323598,19.9981227,Africa,Worldwide
,St. Vincent Grenadines,04/19/2020 07:00,12,0,1,87,0,2020-04-19 22:00:00,11,109897.0,12.90447,-61.2765569,North America,Worldwide
,Turks and Caicos,04/19/2020 07:00,11,1,0,83,0,2020-04-19 22:00:00,10,35446.0,21.7214683,-71.62017829999999,North America,Worldwide
,Falkland Islands,04/19/2020 07:00,11,0,3,319,0,2020-04-19 22:00:00,8,2840.0,-51.9666424,-59.5500387,South America,Worldwide
,Greenland,04/19/2020 07:00,11,0,11,1043,0,2020-04-19 22:00:00,0,56171.0,77.61923490000001,-42.8125967,North America,Worldwide
,Montserrat,04/19/2020 07:00,11,0,2,36,1,2020-04-19 22:00:00,9,5900.0,16.7417041,-62.19168440000001,North America,Worldwide
,Seychelles,04/19/2020 07:00,11,0,5,0,0,2020-04-19 22:00:00,6,95843.0,-4.6574976999999995,55.45401460000001,Africa,Worldwide
,Suriname,04/19/2020 07:00,10,1,6,0,0,2020-04-19 22:00:00,3,563402.0,4.1413025,-56.07711870000001,South America,Worldwide
,MS Zaandam,04/19/2020 07:00,9,2,0,0,0,2020-04-19 22:00:00,7,1829.0,26.087543,-80.10730600000001,North America,Worldwide
,Nicaragua,04/19/2020 07:00,9,2,6,0,0,2020-04-19 22:00:00,1,6218000.0,12.609015699999999,-85.29369109999999,North America,Worldwide
,Gambia,04/19/2020 07:00,9,1,2,316,0,2020-04-19 22:00:00,6,2101000.0,13.470061999999999,-15.4900464,Africa,Worldwide
,Vatican City,04/19/2020 07:00,8,0,2,0,0,2020-04-19 22:00:00,6,1000.0,41.9038149,12.453152699999999,Europe,Worldwide
,Mauritania,04/19/2020 07:00,7,1,6,913,0,2020-04-19 22:00:00,0,4420000.0,20.254038199999997,-9.2399263,Africa,Worldwide
,Papua New Guinea,04/19/2020 07:00,7,0,0,167,0,2020-04-19 22:00:00,7,8251000.0,-5.6816069,144.2489081,Oceania,Worldwide
,St. Barth,04/19/2020 07:00,6,0,5,0,0,2020-04-19 22:00:00,1,9131.0,17.9036287,-62.811568799999996,North America,Worldwide
,Western Sahara,04/19/2020 07:00,6,0,0,0,0,2020-04-19 22:00:00,6,593692.0,24.1188663,-13.950892300000001,Africa,Worldwide
,Burundi,04/19/2020 07:00,5,1,0,80,0,2020-04-19 22:00:00,4,10860000.0,-3.3634357,29.8870575,Africa,Worldwide
,Bhutan,04/19/2020 07:00,5,0,2,8107,0,2020-04-19 22:00:00,3,807610.0,27.549511,90.5119273,Asia,Worldwide
,British Virgin Islands,04/19/2020 07:00,4,0,2,0,0,2020-04-19 22:00:00,2,31169.0,18.4024395,-64.5661642,North America,Worldwide
,Sao Tome and Principe,04/19/2020 07:00,4,0,0,19,0,2020-04-19 22:00:00,4,204327.0,0.8875497999999999,6.964871799999999,Africa,Worldwide
,South Sudan,04/19/2020 07:00,4,0,0,0,0,2020-04-19 22:00:00,4,12580000.0,7.8699430999999995,29.6667897,Africa,Worldwide
,Anguilla,04/19/2020 07:00,3,0,1,0,0,2020-04-19 22:00:00,2,15094.0,18.195494699999998,-63.07502339999999,North America,Worldwide
,Caribbean Netherlands,04/19/2020 07:00,3,0,0,10,0,2020-04-19 22:00:00,3,25157.0,12.154702,-68.266323,South America,Worldwide
,Saint Pierre Miquelon,04/19/2020 07:00,1,0,0,0,0,2020-04-19 22:00:00,1,5888.0,46.7832469,-56.1951589,North America,Worldwide
,Yemen,04/19/2020 07:00,1,0,0,0,0,2020-04-19 22:00:00,1,28250000.0,16.3471243,47.8915271,Asia,Worldwide
,China,04/19/2020 07:00,0,0,0,0,85,2020-04-19 22:00:00,0,,36.0,109.0,Asia,Worldwide
,Australia,04/19/2020 07:00,0,0,0,0,48,2020-04-19 22:00:00,0,,-24.7761086,134.755,Oceania,Worldwide
